text,label
某银行职员收到短信“请把钱汇到指定账号上”！他就按照账号每次汇出1分钱，便从收款人账户扣掉2元，连续汇出大概1元多钱，这时，终于收到收款人发来信息：“别再汇款了，已经扣掉200多了，你是内行吧！叫我们怎么生活呀！”（注意：汇款时请选择“收款人支付手续费”，每笔2元,1
#杰娜求婚两周年# 爱上你们，守护着你们的幸福，是我最想做的事[心]10.27的相遇，1.31的恋情公开，5.5的领证，8.6的婚讯公开，9.15的求婚，9.26的结婚纪念日……今天，又是一个属于你们两个人的纪念日，纪念那句:我觉得我要养你一辈子；纪念那句:谢娜是我老婆了[心]纪念你们独一无二的爱情@张杰 @谢娜,0
【父母赴呼格新坟祭奠 母亲悲痛哭倒在地】今天，李三仁尚爱云夫妇赶到距离呼和浩特市30公里外的呼格吉勒图新墓地，主持并参加儿子呼格吉勒图的迁坟祭奠仪式。祭奠过程中，尚爱云多次因过度伤心抱着呼格吉勒图的新墓碑哭倒在地，李三仁则在儿子墓碑前久久低头不语，一次次抹去眼角的泪水。法制晚报,0
边伯贤 掀我衣服犹如要我滴命 拼命守护nutella 哈哈哈[哈哈][哈哈][哈哈][哈哈] cr ByunBiong http://t.cn/RUHbDU8,0
洋毒食——国家质检总局进口不合格食品黑榜：挪威的大西洋鲑鱼，检出副溶血性弧菌，被销毁。韩国进口的乐天牌巧克力粒，德国进口的欧尚85%黑巧克力，均发现铜超标，被退货或销毁。丹麦奇新蓝罐有限公司生产的曲奇(饼干)，大肠菌群超标，被销毁。（北京晚报）,1
【请记住：轮奸要第一个上！】李双江之子李天一涉嫌强奸罪被批捕。李的76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因是第一个与被害女子发生关系，所以不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。记住啊，轮奸要第一个上！汗！汗！（转）,1
【80吨国库黄金下落不明】香港《动向》：财政部、央行、监察部和审计署已经成立专案组，调查存放在八个省市国库内的黄金储备有八十吨下落不明。若属实，相关官员肯定有合伙盗窃的重大嫌疑。战乱时期，蒋介石把450万两黄金运往台湾都没弄丢一两，国库的80吨黄金为什么会不翼而飞？http://t.cn/zWRbr1N,1
【@郭美美Baby 死于澳门，你信吗？】网友 @Tinysalt 微博爆料:郭美美死于澳门，称消息已封锁长达半个月，亲属已进行交涉，骨火六月将送回大陆！,1
北京出了这号畜生，百度车牌前仨字自动出来了。 http://t.cn/zTPVuz4,1
雅安现在急需援手，请开车的朋友出行主动避开永丰路和成雅高速，现在救援车出动，请一定要让出生命通道，谢谢您！！,1
有时候真的努力后，你会发现自己要比想象的优秀很多。越努力，越幸运。,0
#早安中国#我生命里最大的突破之一，就是我不再为别人对我的看法而担忧。此后，我真的能自由地去做我认为对自己最好的事。只有在我们不需要外来的赞许时，才会变得自由。,0
【买口罩的亲注意！海关查获12万只假3M口罩】上海海关8日称，近期连续查获两批出口境外的假冒“3M”品牌N95型口罩，近12万只。经3M公司鉴定，两批假口罩不仅工艺粗糙且采用劣质滤材，过滤性能均未达标，佩戴后不仅不能起到保护作用，还会对健康产生危害。[话筒]要从正规渠道购买口罩！戳图学辨真假！,0
大陂渡哥：什邡人吴斌实名揭露红十字会贪官，请转发！,1
【扎克伯格将为女儿出生休两个月陪产假】- Facebook首席执行长扎克伯格上周五在其Facebook上发帖称，将在女儿出生后休两个月带薪陪产假，他还引用研究称，父母给予初生宝宝更多陪伴将利于他们成长。该公司允许每位美国员工休四个月带薪产假或陪产假，员工可以分几次休或一次休完。http://t.cn/RU3ecc5,0
【顾客逗留不去是星巴克中国扩张一障碍】中国大陆顾客太爱这些店了，他们一个小时接一个小时的坐着，有时甚至一杯咖啡也不买。星巴CEO克舒尔茨向路透社表示：“十年来，中国大陆星巴克的核心顾客一直是在华工作的外国人和境外游客。毫无疑问，今日的核心顾客是中国人。”http://t.cn/zO0DVc7,0
【德媒爆台湾珍珠奶茶有毒 BoBoQ负责人反击】德国《明镜》周刊报道称，德国学者质疑“珍珠奶茶含有毒成分”；有研究发现，“珍珠”含对人体健康有害的禁用物质，可能提高致癌率或是引起过敏。旗下有100多家加盟店的BoBoQ负责人称：保证加盟店贩卖珍奶符合德国卫生规定。中新网http://t.cn/zWFdksM,0
【首都城管怎么可能自甘落后！】今天，北京西直门桥北路西惊现城管暴力执法！一群年轻力壮的城管围殴一个板车小贩，下死手！根本不管是不是要害，往死里打。图中男子已被按在板车上，后脑、脊柱等致命部位暴露无遗，后面砸过来的钢盔，配以狰狞的目光，不忍直视！你以为只有临武、哈尔滨的城管牛吗？,1
#微信收费标准# 在工信部，运营商双重压力下，小马哥最终没能顶住，微信收费将于7月1日开始，收费标准信息5分/条，语音1毛/条，按这样的标准有多少人会放弃微信？其实中国人的微信使用已经包含了流量费，如果微信收费那么微博没理由不收费。大家转起来，让那些眼馋着不该眼馋的人士无地自容。,1
【复旦投毒案续：最后一面没有道别 林父放弃遗体捐献】昨日上午的见面，林父反复追问疑惑，儿子却只回答"现在都没用了，爸，对不起"。下午林森浩死讯传来，61岁的林父悲痛难忍，黄父表示"已经没有盼头，只能过一天算一天"。此前，林森浩曾想捐献遗体，林父称不会这样做，要将儿子的骨灰带回老家安葬。,0
转发微博,0
培养九种心态，做生活的强者！,0
【法律再次被践踏】内部透露李天一案女主角撤销控诉，已达成和解意向。因李天一未满18岁，且当时已经醉酒，即便诉讼被重判的可能性极低，记李天一及其他4名嫌疑人家长的奔走，最终联系上女孩父母并进行了长谈，受害人最终得到极大的物质补偿，包括落实北京户口，工作及一套房产。http://t.cn/zYOtGIT,1
【急转寻线！两男子驾车撞倒9岁男孩后将其抱走】18日晨6时许，9岁的云南曲靖师宗男孩刘望在上学路上被一辆面包车撞出数米，面包车挡风玻璃被撞碎。随后车上下来2名男子，把刘望抱上车驾车逃走。截至20日下午，警方仍在全力侦查。http://t.cn/RUmkgyB[话筒]请知情人士与警方(0874-5756994)联系或打110！,0
【司机注意啦】昨天下午六点开始，武汉市高清探头全部启动，副驾驶室不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚200，越线停车罚100，今天起晚六点半至深夜二点，为期60天，全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。 相互转告亲友并通知同事避免被罚!(via@乐里街区),1
3月20日，河南洛阳，57岁的妇人孙爱云脱光衣服站在法院的车上喊冤。20年前她的弟弟被杀害，凶手至今逍遥法外，她自己反而因为告状而多次被拘留劳教。在一个号称盛世的时代，一个普通的公民被逼用撕破自己尊严的方式抗议不公，这是我们每一个人的耻辱。@南京蒋玲 @饮水谈史 @长江直播,1
【故宫养心殿百年首次大修 2020年将重焕光彩】昨日，养心殿保护项目启动，距上次局部维修已35年。养心殿位于紫禁城后部乾清宫西侧，是清朝最高权力中心所在地，清朝共十位皇帝曾在此居住执政。预计，故宫北院区将于2020年开放，集文物展厅、文物库房、文物修复等功能。你期待吗？http://t.cn/R4ygwE2,0
看到一段话：“每一个新朋友，身上都有那么一处能让我们想起已经远离的老朋友，可能是声音可能是性格。或许啊，那些曾经离开我们的人都在用不同的方式回到我们身边。”,0
安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺！安利成冠3S系统创始人陈观田因肝癌56岁去世，干了27年安利，吃了27年纽崔莱， 安利大师超凡创办人王慈官.享年61岁。 安利网络21系统创始人吉米道南8月13日去世，65岁。用了安利产品四十三年。高科技萃取工艺破坏天然食物！真的不能乱吃保健品!（张京华）,1
大家有没有发现，微博可以查看阅读量了？阿丁不禁想问：浪浪你真的要开启微博可查看最近访客功能了么。。。。。。（图 by 丁一晨DYC）,1
#涨点姿势#棉花糖还能这么玩[威武]，特别佩服那些把小事做精的人！http://t.cn/RUIe0MT,0
[心] 娃娃卖衣服啦！！！双11快来抢福利吧，第1，11，111，1111名通通免单！还有新品7折领券再包邮！转发此条微博@ 三位好友，抽取6名幸运小仙女，新款衣服、300元素颜系列大礼包、娃娃亲笔签名著作集（四本）三选一任性送，任性双11。更多惊喜请戳店铺http://t.cn/RU0Qegn,0
美国的死囚哈里斯，执行死刑的时间是12年11月27日下午2点。按惯例，他死前点要了牛排、鲟鱼、红酒等。1点20分，患有高血压的哈里斯因酒精引发脑猝死，哈的家人将狱方告上了法庭，要求赔偿哈40分钟的“活价”--350万美元。狱方败诉，哈家人将350万的赔偿全部捐给了公益组织。--摘自《报刊文摘》第3268期,1
永康中医院，今天死亡一例外地归来患者（永康本地人），死因：发烧头痛。没做病毒培养、没有送省卫生厅。大家相互转告，注意预防H7N9 @永康新青年,1
希望传闻是真的，保罗·沃克还没有死.[蜡烛],1
【迷茫时看的八句话】①先处理心情，再处理事情；②最困难的时候，就是最接近成功的时候；③不为模糊不清的未来担忧，只为清清楚楚的现在努力；④宽容他人对你的冒犯；⑤不要无缘无故的妒忌；⑥只为成功找方法，不为失败找借口；⑦不要看我失去什么，只看我还拥有什么；⑧用最放松的心态对待一切艰难。,0
除了法国恐怖袭击伤亡数百+，还有浙江丽水泥石流、东海地震7.0级、黎巴嫩恐怖自杀式袭击伤亡30+、巴格达同样也有自杀式恐怖袭击……希望今天的天灾人祸早点过去……GBU,0
日本最贵的菜居然是吃屎！这道菜名称叫做金粒宴（说白了就是吃屎）。这是在日本上层社会所谓的高级享受，做法是挑选女婴。以极精细的食物喂大。到15 16岁就取其粪便烹之！太变态了！,1
#新浪独家#【胡耀邦文选出版，领导人出文选有啥门道？】昨天，《胡耀邦文选》出版发行。新闻极客梳理发现，毛泽东、邓小平和江泽民等人的文选是在世出版，毛还亲自编辑过毛选四卷。周恩来、刘少奇等人，则在去世后选集才出版 。领导人出文选的政治含义是什么？详见：http://t.cn/RUmcVnL,0
【瞒天大谎】香港年人均收入约20万元人民币，深圳年人均收入约7万。但是两地电价对比，香港比大陆低，但是中电2011年仍然盈利131.88亿港元；而且，香港的电都是大陆送过去的！请问内地电厂和电网的官老爷，你们年年都喊亏，钱亏哪儿去了？对说谎和鱼肉百姓者是否应该建一份＂最缺德＂档案？,1
谷歌语音搜索功能升级啦[哈哈]使用起来非常简单方便：只需说“天气”，就会帮你找到你所在城市近几天的天气；说“把tree翻译成中文”，就会帮你找到正确的翻译结果；说“新加坡到纽约”，就会帮你搜索航班信息。怎么样，方便吧？不过，谷歌暂时只能听懂英文哦。http://t.cn/aKB6SL,0
昨晚我发的互动话题是：“女生恢复单身是什么感觉 _________________” 5万评论，看得好爽！不介意孤独，比爱你舒服。原来整个世界一下子变得美好了。。。。。(??ω<?),0
#正能量#【资助孩子的900元一分没少过】李佳霖说，大学二年级是他经济最紧张的时候，当时参加辩论队，“为比赛买了西装，直接就没啥钱了。”那个月他每顿基本就吃6毛钱豆芽加6毛钱米饭，实在吃腻了就点1元钱青菜，一个月只花了250元，但资助孩子的900元一分没少[赞],0
【人神共愤请永定县县长道歉！[怒] 】 已离世30多天的20岁福建龙岩“大肚女孩”苏田田永远无法知道，她患病期间人们捐助的5万多元爱心款，一直停留在红十字会账户中。永定县红十字会称，“县里换届，卫生局长还没到位，没有他的签字，我们不能转出”。搜狐：http://t.cn/anm1R9,1
【学生跳绳世锦赛一共28枚金牌，中国学生获得27枚】“世界学生跳绳锦标赛”上，一所中国乡村小学，广州花都区七星小学，斩获所有28枚金牌中的27枚！岑小林一人打破两项世界纪录，创下30秒单摇跳单脚110次（原纪录106次），3分钟单摇跳单脚548次（原纪录530次）的新纪录。,0
转：全国政协委员、北京中华民族博物馆馆长王平建议不鼓励农村孩子上大学。认为农村孩子身上有很多坏毛病，上大学城市孩子会被影响，也会变坏！认为他们即使留城也是二等公民！中央必须采取行政手段禁止农村小孩上大学…网评：王委员这样自高自大，信口开河，还是尽早下台，去做你的一等公民吧！,1
津南开区二马路一户家庭，爸妈为80后儿子买婚房，耗尽积蓄还外借30万元。婚期临近，儿子又按女方要求，找爸妈索要6万聘礼钱，接连闹几天。妈妈心疼儿子，又拿不出钱，哭说，儿啊，你这是逼妈妈去死。儿子说，那你就死吧！绝望的妈妈从五楼纵身跃下，当场身亡[泪] 现在的人为了钱 ! 都丧尽天良了吗 ？,1
据博友@鄭鄭鄭鄭鄭 爆料【广州警方近日抓获打砸抢罪犯部分资料公布，疑似有日本人恶意煽动】消息未经证实，假的希望辟谣，真的盼望扩散，总之，大家请应理性爱国。,1
【老人少交2元"管理费"被捅3刀】18日，一名老人在武汉某农贸市场门口摆摊卖菜，两名年轻男子来收管理费，对方要5元，他给3元，男子不同意，其中一人将老人推到在地，随后从小腿处拔出一把短刀，朝他捅了三刀，老人胳膊上和后背血流不止，附近商户报警并拨打120，老人被送至医院。http://t.cn/R4y3cAy,0
所谓成熟就是，你要习惯任何人的忽冷忽热，也要看淡任何人的渐行渐远。,0
有一个信息请大家关注。曹小东告诉我郑州金水路经八路派出所里有个被拐卖的越南小女孩求助。警察却怀疑她卖淫的。要先把她留下三十天。警察里没有人懂越南语，只有小东能和她英语交流几句，她大概说她叫阮什么兰，是河内人。小东说他亲眼见到的很多警察在其他人面前无顾忌的调戏她。吃饭时只给她冷馍。,1
记者问马特?呆萌：你最喜欢剧本中的哪些笑话？呆萌说：有一句台词，“我要用科学干出一条生路”（I'm going to science the shit out of this），这句真的让我笑出来了——你有更好的翻译吗？[doge] ,0
【复旦新生勤工俭学被城管毒打致死】7月27日晚淮安市一名学生（今年刚考取复旦大学）为了筹学费，暑假帮父母在黄河桥卖水果，不幸被城管毒打身亡.城管打了孩子几次.警察到现场的时候，他还活着.警察问谁打他了，他指认其中一个城管.结果那城管当着警察的面猛打那个孩子. 有良心别删！http://t.cn/zWKQZu3,1
#抄悔过书#文章被曝悔过书是抄写的高晓松的酒驾悔过书，全文几乎一模一样，仅仅修改了下关键词。文章同学，你抄作业呢？你家马伊琍老师和姚笛老师知道吗？高晓松追究你版权咋办？最后在说一声：你Y忽悠谁呢？！[酷],1
【去年我国30万人赴美留学 占比排名全球第一】美国国际教育协会发布2015全美教育数据统计：①2014-2015年度全球赴美留学生总人数达97.5万人，其中中国留学生达30.4万人，占比排行首位②44%赴美留学生选择科学领域专业，其中工程学和商务与管理专业最热，均占20%。你会选择赴美留学吗？(央视记者田晓佩),0
【BBC：冰冻星球】豆瓣评分9.8！领略南极和北极的奇异风貌，这可能是在地球气候剧烈变化前欣赏到这极地景象的最后机会了。BBC在这类纪录片中的地位当之无愧，壮美自行体会~共9集：http://t.cn/RUltEv8,0
你听说过“破坏中巴友谊罪”吗？一张图了解中巴到底有多“铁”↓[鼓掌] @人民日报,0
巴黎慵懒的午后，羡慕S人了！！还对着电脑在上班的人伤不起啊！！！,0
【交通新规】2013年1月1日交通新规就要正式实行了，开车的朋友看过来！！,1
周杰伦在美国街头。。。路人的反应似乎在说，“哎哟，还不错哦！”[笑cry]http://t.cn/RU0p1L8,0
【请记住：轮奸要第一个上！】李双江之子李天一涉嫌强奸罪被批捕。李的76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因是第一个与被害女子发生关系，所以不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。记住啊，轮奸要第一个上！（叫兽哦）,1
姑娘们，承认吧，这就是你的梦想！[心] ?,0
最新消息，庐山大部分老房子已经坍塌，已有伤亡，成都双流机场一度关闭，为了缓解交通，没紧急事不要前往雅安。四川雅安庐山县地区非紧急情况请尽量少使用移动电话，保证紧急通讯通畅。求扩散！[话筒] [蜡烛],1
【中国的道德沦丧在哪？】曝光地沟油的李翔，身中10余刀惨死！曝光三聚氰胺的蒋卫锁遇害身亡！药品打假人高敬德在北京被派出所接走，3天后离奇死亡！曝光毕节五名流浪儿童被冻死的记者李元龙至今生死未卜！实名举报的刘虎被依法逮捕！中国的道德沦丧，答案就在这里！,1
临沂市委书记奸淫上百幼女.....（燕赵都市网）.  原文出处http://sinaurl.cn/hbYI50,1
#奢侈品调价# Cartier 自7月1日起，手表类上涨3%，首饰类上涨7%。简单明了一句话，要行动的，要放弃的，自行决定吧。  @奢华购_兰泊,1
偶是一只nice puppy，求包养，求关注，求粉丝！[可怜],0
紧急提示雅安地震赈灾中的工作人员：在没有医药的情况下，在患者伤处敷很薄的生土豆片可以快速使伤口愈合、消肿，而给患者喝生土豆汁也可以快速补充能量，促进康复。比很多“特效药”都管用，此方法如果能推广，可以节省大量医药成本，也能降低医疗难度。有不明之处可以咨询我们，电话：13810039863,1
#知政#【中韩、中澳自贸协定本月20日生效并首次降税】今天，中韩、中澳自贸协定确认12月20日生效，并第一次降税，明年1月1日第二次降税。中韩自贸协定签署后，超9成产品有望进入零关税时代。中澳自贸协定给予85%的澳出口中国商品零关税，澳也将零关税进口中国电子产品和白色家电。http://t.cn/R4hFmMN,0
地沟油的记者李翔，死了， 身中10余刀，惨死。他为全国不能吃特供的十多亿人民的食品安全努力过。他付出了年轻的生命位中医告诉，要检测是否地沟油的最简单方法是:在炒菜时放一颗剥皮的蒜头。蒜子对于致癌的黄曲霉素最敏感。如果蒜子变红色，就是用地沟油，含有大量黄曲霉素。食油良好的话，蒜子是白色的,1
【包茂高速达渝段车祸死亡人数上升为8人 29人受伤】据四川邻水县委宣传部最新消息，目前车祸已致8人死亡，29人受伤，具体伤亡情况和伤亡人员基本信息正在进一步核实。事故原因在进一步调查中。（央视记者郑波）,0
因为实在看不下去了，我们不能再沉默了，所以就把在微信圈里看到朋友曝光的这条消息贴在这里了。曝光人留有真实姓名和住址，可见其对中国红字会的可恨程度！乱世还需重典，习大大该看看！！！  强烈要求转发，大家看看吧！！！今天又有两个中江县红十字会的人来我们这里购买 了1万,1
#移说心语#无论何时，渊博的知识、良好的修养、文明的举止、优雅的谈吐及一颗充满爱的心，一定会让一个人活得足够漂亮。活得漂亮，就是要活出一种精神、一种品位、一份至真至性的精彩。一个人只要不自弃，没有人可以阻碍你。人可以生得不漂亮，但一定要活得漂亮。共勉~,0
#北京事儿后续#【安贞医院打人事件，打人者之一的为演员@演员肖肖，上图为她在微博中晒出自己受的“伤”，下图为安贞医院护士的受伤情况。。。】@北京-小猫：@演员肖肖 你所谓的被安贞医院护士打的伤！！口腔溃疡也是被打出来的！？你跟被你打伤的护士比起来！你这是伤么？！！,1
【naverblog】#奶酪陷阱# 公开了六名角色海报.这部根据韩国人气漫画改变的电视剧将在明年1月4日tvN月火档播出，由朴海镇、金高银、徐康俊、南柱赫、李圣经等联袂出演.,0
【[话筒]注意，霾又来了！】中央气象台今天6时发布霾黄色预警：今天8时到明天8时，北京中南部、天津西部、河北中南部、河南北部、山西中南部、山东西部、东北地区中部等地有中度霾，局地重度霾。23日起霾将自北向南逐渐减弱或消散。相关区域朋友注意防范，尽量减少室外活动。扩散！（央视记者任梅梅）,0
【五天享用一名幼女的市委书记，难道是真的？】这个帖子几天没有和谐，请新浪小秘书核实，但愿是假的，偶的想象力不够用。,1
#天下#【缅北山体滑坡已致至少60人死亡】据外电报道，缅甸北部发生山体滑坡造成至少60人死亡，上百人失踪。http://t.cn/RU37qqP,0
芦山县的灾区照片，伤亡人数已经上百，大家一起为雅安祈福[心][心][心],1
1949年，中国的人均收入是韩国的3倍，比日本略高。但经过63年“翻天覆地”的增长，据2008年数据：韩国已是我们的29倍，日本是我们的33倍！够令人震惊吧！ 美国总统奥巴马日前接受采访说：中国人的平均生活水平大致相当于美国1910年的标准。但是其官员的生活水平超越美国50年。,1
当你学会放弃 你才可以承受一切的失望和谎言 我什么都可以不要了 你还能拿我怎样,0
#没有买卖?就没有杀害#看了让人心酸 ！一只幼猴紧紧搂住即将被“活取猴脑”的妈妈.. 仿佛他已经知道接下来要发生的一切。没有买卖，就没有杀害！我们一起拒绝这种残忍的饮食方式！因果报应真实不虚，请不要再遗弃、虐待、食用和杀戮！[流泪][流泪][流泪],1
“猫和老鼠”里最最现实的一集。。。小时候没看懂。。。现在懂了，太有内涵了 http://t.cn/RUCZCGS,0
送两张“张惠妹柳州演唱会”门票！谁要？！保利大江郡，7字头入住15000元/㎡江景社区，再次疯抢有木有？7月28日中午12:00前，只要你做到以下两点：1、关注@柳州保利大江郡 及@柳州锋尚 ；2、转发此微博并@ 五位好友，就有机会获28日张惠妹世界巡回演唱会门票2张哦！,0
#中国好神机#让我说它那质量肯定是好的没得说。现在点我就有4核智能手机+2年话费。http://t.cn/zQ4I7ro,0
#锦龙提醒你！# 如果你有交通违章未处理的，请在十二月三十一号前办理。如果拖到明年一月一日后办理，会按新的扣分办法处理的，请互相知照！中央电视台的《焦点访谈》节目已经播出。交通新规将于2013年1月1日施行！快快把这条信息转发给你身边的车友吧！(图片来源:果壳网),1
#万象#【男生校门口摆蜡烛表白 被看门阿姨用灭火器浇灭[衰]】昨晚，@西安海棠职业学院 门口上演浪漫一幕：一男生为了向心爱的女生表白，准备了蜡烛并摆成心形。然而不幸的是，女主还没等到，蜡烛就已被看门的阿姨用灭火器给浇灭了。http://t.cn/R4UhLwi 这真是一个悲伤的故事……[笑cry],0
@蔡成平：中国人只知道日本死不認罪，又有誰知道南京大屠殺紀念館是日方再三提議、且主動出資、并負責設計修建的呢？,1
2013年6月17日下午六点十五分在喀纳斯湖三道湾成功打捞湖怪，长十米零七，大家来看看！[吃惊],1
叙利亚一女子打出一幅标语：＂中国的道德比中国的产品还垃圾＂！如此震撼的声讨，恐怕已经成为世界共识。不知中国政府对此有何感触？别人吃了你的粮、穿了你的衣，不但不谢，反把你视为魔鬼。我们山里还有许多孩子没饭吃没衣穿没书读没房住呢，孩子们却天天高唱祖国万岁。外交部的混蛋们，你们心酸吗？,1
【官员自称工作累出病，被查出实为带情妇出国旅游】广东一省管干部在会上谈到自己下派地方8年期间超负荷工作，腰都累出了病，家里80多岁的父母也没时间照顾，说到动情处还落了泪。后来一查，他这几年多次用假证件带着情人出国（境）旅游、购物。“劳模”丑恶嘴脸暴露无遗……http://t.cn/RUpHD8A,0
【一图解读：明年中国经济将迎来哪些考验？】中央经济工作会议今天开始在北京举行，会议将布置明年经济工作。2015年是“十二五”收官之年，今年成绩如何？还有哪些考验期待解决？戳链接看中国经济的“成绩单” ↓↓http://t.cn/R4y6RTY @央视新闻评论,0
【美国大学生长相酷似16世纪古画男主角】据外媒报道，美国大学生马克斯?盖鲁波日前来到美国费城艺术博物馆参观时，惊讶的发现一幅16世纪意大利油画中的男主角竟和他本人长得几乎一模一样。PS：哥们，你是穿越来的吧？,0
#快讯#【“复旦大学医学院学生投毒案”罪犯林森浩被执行死刑】行刑之前，上海市第二中级人民法院依法安排林森浩与其父亲林尊耀等亲属进行了会见。11日下午，上海市第二中级人民法院遵照最高人民法院院长签发的执行死刑命令，将罪犯林森浩执行死刑。,0
【4个常忽略却超没礼貌的行为，一起来反省吧】生活中有不少我们忽略的小细节，自己习以为常、不知不觉做出的习惯性行为，可能在别人看来很没有礼貌。,0
一边是豪华公务员公墓气派胜过天坛，一边是八旬老人遭强拆抱棺痛哭 http://t.cn/zQWeUlT http://t.cn/zQl2Rgb ！老人家，如果有一天，你悄悄离去，请别忘了把宇宙真理和中国梦一起带走，埋进你的棺材里吧！[怒][泪],1
人生重要的不是所站的位置，而是所朝的方向。晚安[月亮],0
#微信收费标准# 在工信部，运营商双重压力下，小马哥最终没能顶住，微信收费将于7月1日开始，收费标准信息5分/条，语音1毛/条，按这样的标准有多少人会放弃微信？其实中国人的微信使用已经包含了流量费，如果微信收费那么微博没理由不收费。大家转起来，让那些眼馋着不该眼馋的人士无地自容[弱],1
【一张照片改变一生的命运！】渴望读书的“大眼睛”苏明娟.91年希望工作的代表照片;97年已最小年龄参加团十四大，成为候补委员;03年-04年到摩托罗拉总部人力部和财务部实习;安徽大学金融专业毕业后在第一张照片的摄影师谢海龙的建议下到中国工商银行安徽省分行工作.10年结婚，丈夫是一位美籍华人,1
All You Had To Do Was Stay #1989TourShanghai presented by Toyota Hybrid# ~ Taylor Nation http://t.cn/RU0Q5Mp .,0
快讯：华夏银行嘉定支行现遭到挤兑现在关门了！！！其中一储户损失1300万元！！！@警民直通车-上海 @宣克炅,1
如果你有才华，就去追求大梦想；如果你觉得自己的能力有限，才华也不够支撑起你的野心，那就安静下来，扎进小的失败和挫折中，汲取营养。请记得： 如果需要反省，一定不是在梦想上下功夫，徘徊不定，而是要在才华上卧薪尝胆，反思它为什么不能日渐丰满。早安！[心],0
【[话筒]在国外一定记住这个号码12308】20日#马里人质劫持事件#中3名中国公民不幸遇难。我驻马里使馆提醒当地华人，遇紧急情况及时报警并与使馆联系：00223-78110040，00223-20213597。在国外遇紧急情况，还可联系外交部全球领保与服务应急呼叫中心：0086-10-12308。扩散，转给爱旅行的TA！转给同胞！,0
【[话筒]急转！老人晕倒路边，急寻家人！】27日下午，一位老人在杭州菜市桥公交站晕倒，经诊断老人脑出血，进入重症监护室，无法说话。老人70至80岁，穿灰运动装，灰毛衣，深蓝裤子，身边有一袋土豆和猪肉，很可能是独居老人，刚买完菜。戳图，如果您有线索，请速联系警方！扩散！http://t.cn/RUg5JgF,0
