text,label
update: rebel leader in recorded call: we just shot down a plane (english subtitles) URL #mh17 URL,1.0
a canadian soldier has been shot at the country's national war memorial near parliament. URL URL,0.0
"max baer describes donna douglas as ""elly may until the day she died"": URL (cbs) URL",0.0
"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",0.0
cops swarm #7thheaven star stephen collins' home after suicide report URL URL,1.0
so sad to learn big bank hank has passed away--the sugarhill gang rapper was 57. URL URL,0.0
pregnant #ferguson woman blind after being shot in face by police bean bag URL (video) URL,0.0
"'nine britons, 23 us citizens and 80 children' feared dead after #mh17 jet 'shot down' URL URL",1.0
breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,1.0
"very helpful to know that not only was douche harvard prof ben edelman a racist, but his students were, too==> URL",1.0
lets start by boycotting koch industiers they paid for george zimmerman legal fees #justicefortrayvon #jurorb37 URL,1.0
the scene at the war memorial in ottawa URL URL,0.0
officials took away this halloween decoration after reports of it being a real suicide victim. it is still unknown. URL,0.0
banksy shares simple but beautiful tribute to charlie hebdo cartoonists URL URL,1.0
fort hood shooter reportedly has drawn $278g in salary since massacre URL,0.0
the motoring world responds to paul walker's death URL URL,0.0
"pope francis again appears to suggest progress, but just makes false claims, as his religious belief requires of him URL",0.0
scene at ottawa war memorial. soldier on duty shot. URL,0.0
starbucks is experimenting with a beer-flavored latte that reportedly tastes like guinness URL,0.0
fukushima – toxic water leak a level 3 serious incident URL fuck you tepco! fucking ocean is boiling!!! #yan,1.0
puppy-sized spider surprises scientist in rainforest @livescience | URL URL,0.0
"report: microsoft trying to buy mojang, creators of minecraft URL",0.0
hoax: mcdonald's issues official statement on racist sign [updated] URL #seriouslymcdonalds,1.0
u.s intel: missile that hit #mh17 was most likely fired by pro-russian separatists. details: URL URL,1.0
69 people die after drinking beer believed to have been poisoned with crocodile bile in mozambique: URL,1.0
now he's a one-handed scientist rt @cbsnews: puppy-sized spider surprises scientist in rainforest URL,0.0
#mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave URL URL,1.0
"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL",0.0
looking forward to first matchup between las vegas nhl expansion team and a canadian team URL,1.0
cnn: new audio reveals 10 shots fired at michael brown. cluster of 6... a pause... and then 4 more URL,0.0
breaking: malaysia airlines plane 'shot down' travelling from amsterdam to kuala lumpur URL URL,1.0
"cpl. nathan cirillo, 24, identified as the soldier who was shot, killed at the war memorial today. #cbcott #ottnews URL",0.0
someone spray painted a penis on a $2.4 million bugatti veyron: URL URL,1.0
"breaking news: banksy not arrested, cover not blown.",1.0
"shots were fired at canada's national war memorial in ottawa and a ceremonial guard was shot, police say. URL",0.0
awful mt @scclemons:uk aid worker david haines beheaded by #isis remember this great man this way not as isis wants URL,0.0
just your monday reminder that doritos-flavored mountain dew exists. URL URL,0.0
"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",0.0
"more: canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: URL",0.0
his movies brought thrills and laughter to millions. can't believe he died in car crash rip paul walker URL,0.0
breaking: malaysia airlines plane 'shot down' was carrying 295 people URL URL,1.0
"the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL",1.0
"madden nfl 15 not only predicted a patriots victory over the seahawks, but also predicted the final score of 28-24: URL",0.0
"good sweet lord, pepsi is actually testing a doritos-flavored mountain dew URL URL",0.0
malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL,1.0
"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown",1.0
#breaking: missing afghan soldiers reportedly found near canadian border URL,0.0
"mexico: iguala mass grave bodies ""not all of missing students"", guerrero state governor says URL URL",1.0
atheists are mad at @carrieunderwood. i applaud her. URL,1.0
i feel some type of way. URL,1.0
no baes allowed: a chick-fil-a manager bans 22 hip words URL URL,1.0
nhl expansion to las vegas is reportedly 'a done deal.' URL URL,1.0
'madden 15' predicted the patriots would win 28-24. which is exactly what happened. URL,0.0
#oklahoma prosecutor files formal notification that he will seek death penalty for beheading suspect #altonnolen. #kellyfile,0.0
"donna douglas, star of the beverly hillbillies, has passed away at 81 URL URL",0.0
high school student reportedly makes 72 million on stock market. URL @wallstreet @stuyvesanthigh URL,1.0
"paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk.",0.0
arenal is one of 6 spectacular volcanoes located in #costarica. URL,1.0
wth?! michelle obama tells black ppl they can go eat fried chicken after they vote. just when u thought she could not be more ghetto.,0.0
holy shit. doritos flavored mountain dew. all is lost. abandon all hope.,0.0
could a buk surface-to-air missile system have brought down malaysia airlines flight 17? URL #mh17 URL,1.0
uk aid worker david haines beheaded by #isis remember this great & giving man this way not as isis wants @acted URL,0.0
"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",1.0
islamic tribunal using sharia law in texas has been confirmed URL @breitbartnews #a4a URL,1.0
and here's a guy bending an iphone 6 plus with his bare hands URL URL,1.0
cruz stood 21 hours for freedom. obama won't stand for missing children. #amberalert #shutdown,1.0
"still waiting for tupac to accept my als ice bucket challenge. bruh, i know you're still alive.",1.0
"ottawa police confirm that there were multiple suspects in the shooting, saying there were ""possibly 3"" shooters. URL",0.0
three of five detainees swapped are now isis leaders claims URL URL URL,1.0
microsoft to buy mojang for $2 billion - report. deal to be finalised as early as this week. URL URL,0.0
a penis spray-painted on a $2.5 million bugatti was just for a prank video. URL URL,1.0
"researcher @naskrecki on his encounter with a goliath birdeater, the world's largest spider URL URL",0.0
"powerful image, yes. but it was drawn by @lucilleclerc, not by banksy. details: URL #charliehebdo URL",1.0
"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL",0.0
"please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL",0.0
"y'all, i just read that abc paid darren wilson $500k for the interview. destroying black life remains a lucrative american career. #ferguson",1.0
spiders ↑ scientist finds puppy-sized spider in rainforest. sit. stay. forever. URL URL,0.0
deandre joshua--shot in the head & torched--was childhood friends w the sole up-close witness to mike brown's murder. URL,1.0
authorities collecting passports at #mh17 crash site. australian coat of arms clearly visible. URL URL,1.0
don't worry ppl #isis isn't a threat to homeland. man wearing body armor with isis flag on it arrested in #texas URL,1.0
reported photographs from malaysia airlines #mh17 crash: URL URL,1.0
first photo from the malaysia airlines crash site in ukraine. via @reuters URL #mh17 URL,1.0
hero: kevin vickers moments after shooting dead canadian parliament attacker - URL / URL,0.0
@antoniofrench alleged new shooting audio of #michaelbrown / URL,0.0
j.k. rowling is working on an 8th harry potter book.,1.0
the president of argentina adopted a jewish teenager to stop him from becoming a werewolf URL URL,1.0
"once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney.",1.0
#rcmp news conference on #ottawa shootings expected to begin momentarily. watch live @ URL,0.0
paul walker's friends and castmates poured out their hearts overnight URL #rippaulwalker,0.0
#animaloftheday: the first afghan fanged deer was seen in more than 60 years! URL URL,0.0
"eric lawson, former 'marlboro man' in cigarette ads dies of smoking-related disease URL URL",0.0
"police in #ottawa cannot confirm whether gunman shot dead in parliament is the same person that shot and killed soldier at the war memorial,",0.0
great @banksy homage to charlie hebdo victims: rt @kowalshki: nice work from banksy #jesuischarlie URL,1.0
เผยกบฏยูเครนอาจเข้าใจผิดคิดว่า #mh17 เป็นเครื่องบินทหารยูเครนรุกล้ำ / 14 ก.ค.ก็เพิ่งยิงตกไปลำ URL URL,1.0
we only have one thing to say about that giant goliath birdeater spider: URL URL,0.0
new. leaked phone call between rebel leader & russian intel agent: “cossacks” shot down #mh17. URL URL,1.0
did speed play a part in paul walker's death? URL,0.0
calm yourselves- durex has not come out with a pumpkin spice condom URL URL,1.0
breaking news: the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls. ny. nbc,0.0
"let's stop calling her the lady who was beheaded, etc. that dehumanizes her. she was colleen hufford. people loved her. she had a life.",0.0
malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL,1.0
r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,0.0
"well, this is one way to quit your job. watch alaskan reporter charlo green quit live on air. URL URL",0.0
drift into a peaceful slumber w/@thejeffbridges' new #sleepingtapes album. listen now at URL #om URL,1.0
ukrainian minister says rebels shot down #mh17 malaysia airlines plane URL URL,1.0
"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL",0.0
"fukushima reactors leaking into groundwater, can't be stopped from getting in ocean, buildings now on mushy land URL",1.0
#breaking: justin bieber thwarts bear attack!! URL URL,1.0
"wow. obama disses stay at home moms. ""that’s not a choice we want americans to make."" URL",1.0
paul walker's genuinely admirable history of organizing & participating in international disaster relief missions: URL,0.0
latest update: attacker shot dead in parliament after soldier shot at national war memorial URL URL,0.0
"what? rt @70torinoman: walmart donates $10,000 to support darren wilson #ferguson #boycottwalmart URL",1.0
“@complexmag: someone spray painted a penis on a $2.4 million bugatti veyron: URL URL ” legendary,1.0
"police chief helric fredou, one of the police officers investigating the case #charliehebdo, commits suicide. URL",1.0
"man walks in south american rainforest at night, sees spider the size of a small puppy URL",0.0
this letter to parents from a 1970s lego set is years ahead of its time URL URL,0.0
"by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite.",1.0
"#psa please do not drink any pepsi soda, a worker from that company has put blood contaminated with aids inside the bottles!!! please rt!!",1.0
"no, vladimir putin has not been driving round in a motorcade shaped like a penis URL URL",1.0
paul walker's character name on fast and furious was brian. brian from family guy died in a car accident. coincidence? i think not,0.0
david haines 'beheading': isis release video claiming to show execution of british hostage URL URL,0.0
i can't believe macklemore has joined isis. what a pity #macklemorejoinedisis,1.0
this is just about the weirdest fetish i've ever heard of. what was he thinking of? (via @elvis717) URL,1.0
"cxn: 1 gunman shot dead in parliament hill attack, soldier shot in ottawa URL no report soldier dead. #ottawashooting",0.0
islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL,1.0
"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",1.0
"'outrage' is an understatement >> irs sent $46,378,040 in refunds to 23,994 ‘unauthorized’ aliens at 1 atl address URL",0.0
conservative caucas informed soldier shot at war memorial in ottawa this morning has died. a sad development on a shocking day.,0.0
police officers deliver the pie after pizza hut driver injured in crash URL URL,0.0
"the story of a 17-year-old stock whiz with a rumored net worth of $72 million made a splash, but quickly unraveled. URL",1.0
"the way we live is social, connecting people and information all over the world. shouldn't we work the same way? URL",0.0
the sudden & tragic death of #paulwalker reminds us that we shouldn't take even a moment for granted bc it can be over in a blink #sosad,0.0
this is the driver that died in the accident with paul walker. don't forget about him just because he's not famous. URL,0.0
ex-marlboro man dies from smoking-related disease... URL,0.0
"new audio recording reveals shots, pause, more shots at mike brown killing.more shots than 6 fired. URL",0.0
"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL",0.0
"78 were arrested overnight in ferguson, more than double the total reported by authorities URL URL",1.0
"paul walker's character in fast and the furious was named brian"",brian from family guy also died this week,both deaths involved cars."" umm",0.0
non-essential services shutdown? can someone explain to me how URL is essential while URL is not?,1.0
"ukrainian military jet was flying close to #mh17 before it was shot down, says russian officer URL URL",1.0
#tesla reportedly selects nevada to build massive $5 billion battery plant URL via @foxcarreport URL,0.0
religious subjugation? u.s. troops in bahrain getting ramadan training. URL #tcot,1.0
"bruh, just chill. did you see the slang words this chick-fil-a manager banned? URL URL",1.0
a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( URL ) URL,1.0
"breaking: fbi uncovers new audio from neighbor on skype, lawyer counts 11 shots #mikebrown URL URL",0.0
never thought i’d see the day when obama would play politics with kids. URL #pjnet URL,1.0
we send our deepest condolences to the family and friends of paul walker and roger rodas. URL URL,0.0
betty white is victim of death hoax after fans misread satirical story about 92-year-old's dye job URL,1.0
"a city in louisiana has made ""twerking"" illegal, imposing a punishment of 30 days in jail for a first offense",1.0
"this young woman was shot with a nerf bullet by a #ferguson police officer, she lost her eye. URL",0.0
"2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says - @michaelctv, @cbcnews URL",0.0
"revealed: #fukushima leaking radioactive water for ‘2 years’, 300 tons flowing into pacific daily URL",1.0
first pics from the site in ukraine where #mh17 crashed URL URL,1.0
come on texas! what's up with this? confirmed islamic tribunal using sharia law in texas URL URL,1.0
stop rumors: jamie is not leaving fifty shades and him and amelia are still in love. everything's fine for jamie! URL,1.0
nestlé usa has issued a recall of hot pockets. see the varieties affected: URL,0.0
please read! do not purchase koch products. they're paying for zimmerman's attorney fees! URL,1.0
afghanistan has been through a lot. you know what it needs now? deer with fangs. -- god URL URL,0.0
"dubbed #bendgate, iphone 6 plus users report the aluminium body is bending in pants pockets URL URL",1.0
banksy's illustrated response to the charlie hebdo attack isn't by banksy. but it is striking URL URL,1.0
update: reports of gunfire inside the halls of the canadian parliament building in #ottawa: URL,0.0
if betty white dies today and steals joan's thunder i will unleash a reign of terror upon this nation the likes of which u have never seen!!,1.0
"#mh17 was shot down by ""terrorists,"" an advisor to ukraine’s minister of internal affairs says URL URL",1.0
missouri governor declares state of emergency ahead of grand jury URL,1.0
portland cops complete delivery after pizza hut driver injured in crash URL URL,0.0
"after speculation that he’s been arrested, banksy debuts new mural in bristol URL URL",1.0
now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down! URL,1.0
current passenger breakdown by nationality - via @theage @smh #mh17 URL URL,1.0
"icymi, #selena's killer & former fan club president will not be released early from prison! URL URL",1.0
actor who portrayed marlboro man in cigarette ads in late 1970s dies from smoking-related disease: URL,0.0
"bird pooped on #putin when he was saying ""violence begets violence"" at the opening of monument to the 1st world war. URL",1.0
surreal photos out of ottawa: this is a vip being escorted on sparks street URL URL,0.0
paul walker remembered: celebs react to 'fast and furious' star's death URL,0.0
late actor paul walker's admirable history of organizing & participating in international disaster relief missions: URL,0.0
ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL,1.0
ukraine officials say malaysian jet was shot down by a buk missile system URL #mh17 URL,1.0
ex-marlboro man dies from smoking -related disease URL via @fox411,0.0
this lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,0.0
list of overnight arrests in #ferguson much higher than officials reported URL URL via @fergusonunity,1.0
"new dog-ma? pope says heaven is for hounds, too URL URL",1.0
this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL,0.0
cant believe tupac is still alive URL,1.0
"if you need to get your data down under, our melbourne data center will make an aussie out of you yet. ≡ URL",1.0
"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",0.0
"man who saw gunman shoot canadian soldier at war memorial says shooter ""raised his arms in triumph"": URL",0.0
#selena's killer & former fan club president will not be released early from prison! URL URL,1.0
"nhl expansion – four teams added by 2017, quebec city, toronto, seattle, and las vegas $1.4b in expansion fees",1.0
"cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews URL",0.0
"a chick-fil-a manager allegedly banned the words “bae,” “fleek,” and “ratchet” at work URL",1.0
up to 34 million green cards and work permits... URL,1.0
canadian government offices are locked down in ottawa after an armed attack: URL URL,0.0
"barack obama has doj shut down the amber alert system...so, we can add dead kids to the lengths he's is willing to go in his shutdown game.",1.0
#isis beheads photojournalist james wright foley in a massage to us to end its intervention in #iraq. URL,0.0
"quite a design flaw rt @nymag: if you sit with your iphone 6 plus in your pocket, it bends beyond repair URL",1.0
"2,000,000 views incoming… rt @unboxtherapy: iphone 6 plus bend test - URL",1.0
giant puppy-sized spider found in south america said to be world's largest URL URL,0.0
a world without chocolate?! two of the world's biggest chocolate makers could face a shortage: URL URL,1.0
"no, #banksy has not been arrested URL URL",1.0
a good relationship: ☑ calls you to just say hi ☑ wants to see you ☑ brings you bk,1.0
how to say ‘i love you’: 1.) have my fries,1.0
source: microsoft in discussions to buy 'minecraft' maker mojang for more than $2 billion - @wsj URL,0.0
graffiti artist banksy arrested in london; identity revealed - national report | national report URL,1.0
